PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_q,Embarked_s,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown,FamilySize,IsAlone,FarePerPerson
68,0,3,-0.7605067102423282,-0.4745451962498395,-0.4736736092984604,-0.5427371509229781,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.481356343164816
69,1,3,-0.9109170751579546,3.1548090514635256,2.008933366495236,-0.548226529750121,False,False,True,False,False,False,False,False,False,False,True,6.163742417958762,0,-0.08894377677963973
70,0,3,-0.2340704330376359,1.340131927606843,-0.4736736092984604,-0.5308736926947507,True,False,True,False,False,False,False,False,False,False,True,1.8664583183083827,0,-0.2844283676133173
71,0,2,0.2171606617092432,-0.4745451962498395,-0.4736736092984604,-0.4876386579974721,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-9.417292574282463
72,0,3,-0.9861222576157678,4.062147613391868,2.008933366495236,0.3688267912438566,False,False,True,False,False,False,False,False,False,False,True,7.071080979887104,0,0.052159887900158824
73,0,2,-0.6100963453267019,-0.4745451962498395,-0.4736736092984604,0.994705388766366,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,19.209780680014934
74,0,3,-0.2340704330376359,0.4327933656785018,-0.4736736092984604,-0.3945992162559869,True,False,False,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.4114180879198061
75,1,3,0.2171606617092432,-0.4745451962498395,-0.4736736092984604,0.5946089659095145,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,11.483106409685988
76,0,3,-0.3092756154954491,-0.4745451962498395,-0.4736736092984604,-0.5546970791605981,True,False,True,False,False,False,False,True,False,False,False,0.05178119445170015,0,-10.712326840548297
77,0,3,-0.3092756154954491,-0.4745451962498395,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.600635815057721
78,0,3,-0.3092756154954491,-0.4745451962498395,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.530567645282916
79,1,2,-2.126984875500794,-0.4745451962498395,2.008933366495236,-0.0523471522017418,True,False,True,False,False,False,False,False,False,False,True,2.5343881702453963,0,-0.0206547492670285
80,1,3,0.0667502967936168,-0.4745451962498395,-0.4736736092984604,-0.4411683485949549,False,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-8.519856547659646
81,0,3,-0.5348911628688886,-0.4745451962498395,-0.4736736092984604,-0.5229325638728015,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.098889556527638
82,1,3,-0.0084548856641963,-0.4745451962498395,-0.4736736092984604,-0.5111679285810251,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-9.871690562445913
83,1,3,-0.5724937540977952,-0.4745451962498395,-0.4736736092984604,-0.5514618044553596,False,True,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.649847117175824
84,0,1,-0.0836600681220095,-0.4745451962498395,-0.4736736092984604,0.3735326453605673,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,7.2136737924998355
85,1,2,-0.9109170751579546,-0.4745451962498395,-0.4736736092984604,-0.4876386579974721,False,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-9.417292574282463
86,1,3,0.2923658441670563,2.247470489535184,-0.4736736092984604,-0.3617570603754636,False,False,True,False,False,False,False,False,False,False,True,2.7737968802367234,0,-0.13041944886194778
87,0,3,-0.9861222576157678,0.4327933656785018,3.250236854392083,0.0741226771848555,True,False,True,False,False,False,False,False,False,False,True,4.6830302200705844,0,0.015827930570932403
88,0,3,-0.3092756154954491,-0.4745451962498395,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.530567645282916
89,1,1,-0.4596859804110754,2.247470489535184,2.008933366495236,5.124238728242953,False,False,True,False,True,False,False,False,False,False,False,5.25640385603042,0,0.974856359707628
90,0,3,-0.3844807979532623,-0.4745451962498395,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.530567645282916
91,0,3,-0.0084548856641963,-0.4745451962498395,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.530567645282916
92,0,3,-0.685301527784515,-0.4745451962498395,-0.4736736092984604,-0.5498924021074366,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.61953877136532
93,0,1,1.270033216118628,0.4327933656785018,-0.4736736092984604,0.7047071288240755,True,False,True,False,False,False,True,False,False,False,False,0.9591197563800413,0,0.7347436273065806
94,0,3,-0.2340704330376359,0.4327933656785018,2.008933366495236,-0.2505812568681757,True,False,True,False,False,False,False,False,False,False,True,3.4417267321737377,0,-0.07280684271813546
95,0,3,2.2477005880701992,-0.4745451962498395,-0.4736736092984604,-0.5641087873940193,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.894086035813677
96,0,3,-0.3092756154954491,-0.4745451962498395,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.530567645282916
97,0,1,3.1501627775639576,-0.4745451962498395,-0.4736736092984604,0.0806920495317835,True,False,False,False,False,False,False,False,False,False,False,0.05178119445170015,0,1.55832731141516
98,1,1,-0.4596859804110754,-0.4745451962498395,0.7676298785983874,0.7560785852891467,True,False,False,False,False,True,False,False,False,False,False,1.2930846823485478,0,0.5847092581097852
99,1,2,0.3675710266248695,-0.4745451962498395,0.7676298785983874,-0.1935227757030597,False,False,True,False,False,False,False,False,False,False,True,1.2930846823485478,0,-0.1496597851206284
100,0,2,0.3675710266248695,0.4327933656785018,-0.4736736092984604,-0.1229349639524007,True,False,True,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.12817478019260922
101,0,3,-0.0836600681220095,-0.4745451962498395,-0.4736736092984604,-0.5489135844511608,False,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.600635815057721
102,0,3,-0.3092756154954491,-0.4745451962498395,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.600635815057721
103,0,1,-0.6100963453267019,-0.4745451962498395,0.7676298785983874,1.083822501101573,True,False,True,False,False,True,False,False,False,False,False,1.2930846823485478,0,0.8381682312817246
104,0,3,0.2923658441670563,-0.4745451962498395,-0.4736736092984604,-0.5310689856405942,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.256020380834562
105,0,3,0.5931865739983091,1.340131927606843,-0.4736736092984604,-0.548226529750121,True,False,True,False,False,False,False,False,False,False,True,1.8664583183083827,0,-0.29372556803036043
106,0,3,-0.0836600681220095,-0.4745451962498395,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.600635815057721
107,1,3,-0.6100963453267019,-0.4745451962498395,-0.4736736092984604,-0.5546970791605981,False,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.712326840548297
108,1,3,-0.3092756154954491,-0.4745451962498395,-0.4736736092984604,-0.551755920337654,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.655527092027866
109,0,3,0.6683917564561223,-0.4745451962498395,-0.4736736092984604,-0.5489135844511608,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.600635815057721
110,1,3,-0.5724937540977952,0.4327933656785018,-0.4736736092984604,-0.1664641145319738,False,True,False,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.17355925933613456
111,0,1,1.345238398576441,-0.4745451962498395,-0.4736736092984604,0.4888260712199769,True,False,True,False,True,False,False,False,False,False,False,0.05178119445170015,0,9.440223934500743
112,0,3,-1.0989300313024877,0.4327933656785018,-0.4736736092984604,-0.3945992162559869,False,False,False,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.4114180879198061
113,0,3,-0.5348911628688886,-0.4745451962498395,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.530567645282916
114,0,3,-0.685301527784515,0.4327933656785018,-0.4736736092984604,-0.5035209156413704,False,False,True,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.5249823208123505
115,0,3,-0.9109170751579546,-0.4745451962498395,-0.4736736092984604,-0.3945027462465943,False,False,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-7.618649017735076
116,0,3,-0.6100963453267019,-0.4745451962498395,-0.4736736092984604,-0.548226529750121,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.587367393803348
117,0,3,3.1125601863350507,-0.4745451962498395,-0.4736736092984604,-0.5523441521022427,True,True,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.66688704173195
118,0,2,-0.0084548856641963,0.4327933656785018,-0.4736736092984604,-0.2405813168701657,True,False,True,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.2508355346345695
119,0,1,-0.3844807979532623,-0.4745451962498395,0.7676298785983874,5.089287879132724,True,False,False,True,False,False,False,False,False,False,False,1.2930846823485478,0,3.935773077049658
120,0,3,-2.038994812025152,3.1548090514635256,2.008933366495236,0.0011819383758412,False,False,True,False,False,False,False,False,False,False,True,6.163742417958762,0,0.00019175661403330037
121,0,2,-0.6100963453267019,1.340131927606843,-0.4736736092984604,0.994705388766366,True,False,True,False,False,False,False,False,False,False,True,1.8664583183083827,0,0.5329373707460513
122,0,3,-0.3092756154954491,-0.4745451962498395,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.530567645282916
123,0,2,0.2547632529381498,0.4327933656785018,-0.4736736092984604,-0.0271520092608733,True,False,False,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.02830930035614301
124,1,2,0.2547632529381498,-0.4745451962498395,-0.4736736092984604,-0.4288154815385896,False,False,True,False,False,False,True,False,False,False,False,0.05178119445170015,0,-8.281297603873835
125,0,1,1.8716746757811331,-0.4745451962498395,0.7676298785983874,1.083822501101573,True,False,True,False,False,True,False,False,False,False,False,1.2930846823485478,0,0.8381682312817246
126,1,3,-1.2869429874470204,0.4327933656785018,-0.4736736092984604,-0.4701869980056509,True,False,False,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.4902276226487656
127,0,3,-0.3092756154954491,-0.4745451962498395,-0.4736736092984604,-0.5523441521022427,True,True,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.66688704173195
128,1,3,-0.3844807979532623,-0.4745451962498395,-0.4736736092984604,-0.5666570073982181,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.94329733793178
129,1,3,-0.5724937540977952,0.4327933656785018,0.7676298785983874,-0.2086215086365256,False,False,False,False,False,False,False,True,False,False,False,2.200423244276889,0,-0.0948097186207845
130,0,3,1.1948280336608146,-0.4745451962498395,-0.4736736092984604,-0.5705793368044965,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-11.019045482558628
131,0,3,0.2923658441670563,-0.4745451962498395,-0.4736736092984604,-0.5489135844511608,True,False,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.600635815057721
132,0,3,-0.685301527784515,-0.4745451962498395,-0.4736736092984604,-0.5688146415107299,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.984965633446368
133,0,3,1.345238398576441,0.4327933656785018,-0.4736736092984604,-0.3935215756632601,False,False,True,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.41029451540911777
134,1,2,-0.0084548856641963,0.4327933656785018,-0.4736736092984604,-0.1229349639524007,False,False,True,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.12817478019260922
135,0,2,-0.3092756154954491,-0.4745451962498395,-0.4736736092984604,-0.4288154815385896,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-8.281297603873835
136,0,2,-0.4596859804110754,-0.4745451962498395,-0.4736736092984604,-0.3806792997787569,True,False,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-7.351690199689048
137,1,1,-0.7605067102423282,-0.4745451962498395,2.008933366495236,-0.1162691215960802,False,False,True,False,False,True,False,False,False,False,False,2.5343881702453963,0,-0.04587660365571476
138,0,1,0.5931865739983091,0.4327933656785018,-0.4736736092984604,0.5147082688618853,True,False,True,False,True,False,False,False,False,False,False,0.9591197563800413,0,0.5366465088828151
139,0,3,-0.9861222576157678,-0.4745451962498395,-0.4736736092984604,-0.5178337709373456,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.000421512492618
140,0,1,-0.3844807979532623,-0.4745451962498395,-0.4736736092984604,1.128822231092618,True,False,False,True,False,False,False,False,False,False,False,0.05178119445170015,0,21.7998492125466
141,0,3,-0.5724937540977952,-0.4745451962498395,2.008933366495236,-0.3759734456620463,False,False,False,False,False,False,False,False,False,False,True,2.5343881702453963,0,-0.14834880073861853
142,1,3,-0.5348911628688886,-0.4745451962498395,-0.4736736092984604,-0.5523441521022427,False,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.66688704173195
143,1,3,-0.3844807979532623,0.4327933656785018,-0.4736736092984604,-0.3617570603754636,False,False,True,False,False,False,False,False,False,False,True,0.9591197563800413,0,-0.37717611170978854
144,0,3,-0.7605067102423282,-0.4745451962498395,-0.4736736092984604,-0.5758734226857958,True,True,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-11.121285029895402
145,0,2,-0.8357118927001413,-0.4745451962498395,-0.4736736092984604,-0.4641093874139191,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-8.962894586119011
146,0,2,-0.7605067102423282,0.4327933656785018,0.7676298785983874,0.1300046948207938,True,False,True,False,False,False,False,False,False,False,True,2.200423244276889,0,0.05908167674511019
147,1,3,-0.1588652505798227,-0.4745451962498395,-0.4736736092984604,-0.5512665115095161,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.646075613874066
148,0,3,-1.51255853482046,1.340131927606843,2.008933366495236,0.0741226771848555,False,False,True,False,False,False,False,False,False,False,True,4.349065294102079,0,0.017043358094755642
149,0,2,0.5555839827694025,-0.4745451962498395,2.008933366495236,-0.1229349639524007,True,False,True,False,False,False,False,True,False,False,False,2.5343881702453963,0,-0.04850676206419371
150,0,2,0.969212486287375,-0.4745451962498395,-0.4736736092984604,-0.4288154815385896,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-8.281297603873835
151,0,2,1.6460591284076938,-0.4745451962498395,-0.4736736092984604,-0.4399918850657772,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-8.497136648251473
152,1,1,-0.5348911628688886,0.4327933656785018,-0.4736736092984604,0.8323534217398503,False,False,True,False,True,False,False,False,False,False,False,0.9591197563800413,0,0.8678305458761073
153,0,3,1.984482449467853,-0.4745451962498395,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.530567645282916
154,0,3,0.8564047126006552,-0.4745451962498395,2.008933366495236,-0.3935215756632601,True,False,True,False,False,False,False,False,False,False,True,2.5343881702453963,0,-0.1552728111199938
155,0,3,-0.3092756154954491,-0.4745451962498395,-0.4736736092984604,-0.5626382079825473,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.865686161553462
156,0,1,1.6460591284076938,-0.4745451962498395,0.7676298785983874,0.7095118058772371,True,False,False,False,False,False,False,False,False,False,True,1.2930846823485478,0,0.5486970927446111
157,1,3,-0.9861222576157678,-0.4745451962498395,-0.4736736092984604,-0.5527370909209881,False,True,False,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.67447548813428
158,0,3,0.0667502967936168,-0.4745451962498395,-0.4736736092984604,-0.5452853709271769,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.530567645282916
159,0,3,-0.3092756154954491,-0.4745451962498395,-0.4736736092984604,-0.5308736926947507,True,False,True,False,False,False,False,False,False,False,True,0.05178119445170015,0,-10.252248877532804
